section,name,price,category,description,availability,img_primary,img_secondary,product_url
mind & body,Sleep Intense – Calming Body Massage Serum,$26.00 ,DOSHA TYPES,An intense pacifying & soothing blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Calming Body Massage Serum_primary.jpg,Sleep Intense – Calming Body Massage Serum_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-calming-body-massage-serum/
mind & body,Sleep Intense – Dream Essence Mist,$29.00 ,BRIDAL SHOWER,An intense pacifying & cooling blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Dream Essence Mist_primary.jpg,Sleep Intense – Dream Essence Mist_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-dream-essence-mist/
mind & body,Sleep Intense – Soothing Body Elixir,$30.00 ,DOSHA TYPES,An intense pacifying & hydrating blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep.,Out of stock,Sleep Intense – Soothing Body Elixir_primary.jpg,Sleep Intense – Soothing Body Elixir_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-soothing-body-elixir/
mind & body,White Tuberose – Brightening Hand Cream 30g,$13.00 ,BRIDAL SHOWER,"A natural illuminating treatment enriched with precious Tuberose oil to gently brighten. Arnica, Rice Bran & natural vitamins help improve skin tone, while Avocado, Wheatgerm & White Minerals help protect from the sun.",In Stock,White Tuberose – Brightening Hand Cream 30g_primary.jpg,White Tuberose – Brightening Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-brightening-hand-cream-30g/
mind & body,Grapefruit Coconut – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural renewing treatment enriched with a revitalising blend of Citrus fruit oils. Sweet Almond, Wheatgerm, Soya & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Grapefruit Coconut – Intensive Hand Cream 30g_primary.jpg,Grapefruit Coconut – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/grapefruit-coconut-intensive-hand-cream-30g/
mind & body,Pink Lotus Almond – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural soothing treatment enriched Lotus Honey to help soothe, calm & care for skin after harsh skin exposure. Sweet Almond, Wheatgerm & Virgin Coconut moisturise, nourish & care for dry & rough hands.",Out of stock,Pink Lotus Almond – Intensive Hand Cream 30g_primary.jpg,Pink Lotus Almond – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-almond-intensive-hand-cream-30g/
mind & body,Sandalwood Spice – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",Out of stock,Sandalwood Spice – Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-intensive-hand-cream-30g/
mind & body,De-Stress – Harmonising Balm 25g,$14.00 ,BALMS & RUBS,A calming & relaxing natural balm with powerful Ayurveda herbs & potent essential oils.,Out of stock,De-Stress – Harmonising Balm 25g_primary.jpg,De-Stress – Harmonising Balm 25g_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-balm-25g/
mind & body,De-Stress – Dashamula Body Treatment Oil 100ml,$26.00 ,DESTRESS,A traditional scalp & body treatment oil made to a centuries-old classical Ayurveda formula.,Out of stock,De-Stress – Dashamula Body Treatment Oil 100ml_primary.jpg,De-Stress – Dashamula Body Treatment Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-dashamula-body-treatment-oil-100ml/
mind & body,De-Stress – Harmonising Essence Mist 100ml,$26.00 ,BRIDAL SHOWER,Description not available,Out of stock,De-Stress – Harmonising Essence Mist 100ml_primary.jpg,De-Stress – Harmonising Essence Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/de-stress-harmonising-essence-mist-100ml/
mind & body,Cardamom Rose – Aromaveda Incense Sticks,$11.00 ,CARDAMOM ROSE,"These traditional Ayurveda aroma incense sticks combining wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas reminiscent of old Ceylon. Our packaging is adorned with Royal insignia inspired by the Royal Kandyan courts of ancient Ceylon. The Cardamom Rose blend is a fusion of Ceylon Cardamom essential oil & Himalayan Rose essence with natural fragrance compounds. The blend gently infuses your living space with the power of Aroma Veda to fortify, uplift & delight your body, mind & soul.",Out of stock,Cardamom Rose – Aromaveda Incense Sticks_primary.jpg,Cardamom Rose – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-incense-sticks/
mind & body,Cardamom Rose – Body Scrub  225g,$23.00 ,BODY SCRUBS & POLISHES,"A naturally creamy scrub infused with a powerful blend of herbs, minerals & aromatic oils. Deep-acting Red Sandalwood & Walnut combine to help purify skin, clearing clogged pores, removing toxins & dead cells. Pure Licorice & Himalayan Rose promote overall skin cell renewal & help brighten skin tone. Virgin Coconut, Olive & Honey soften & smoothen improving overall health.",In Stock,Cardamom Rose – Body Scrub  225g_primary.jpg,Cardamom Rose – Body Scrub  225g_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-scrub-225g/
mind & body,Cardamom Rose – Hand Wash 250ml,$16.00 ,CARDAMOM ROSE,"A gentle hand cleanser with a fragrant blend of herbs & essential oils. Organic fresh Aloe Vera hydrates hands. Green Olive help keep hands naturally soft & smoothe. Coconut gently cleanses hands without drying skin. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Out of stock,Cardamom Rose – Hand Wash 250ml_primary.jpg,Cardamom Rose – Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-wash-250ml-2/
mind & body,Cardamom Rose – Hand Cream 250ml,$18.00 ,CARDAMOM ROSE,"A natural revitalizing treatment enriched with vitamin rich Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & help care for dry & rough skin. Protects hands & helps preserve youthfulness. Soothes, softens & smoothens for total hand care. Himalayan Rose soothes, calms & helps take away daily stress, while relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Out of stock,Cardamom Rose – Hand Cream 250ml_primary.jpg,Cardamom Rose – Hand Cream 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-hand-cream-250ml-2/
mind & body,Cardamom Rose – Body Lotion 250ml,$15.00 ,CARDAMOM ROSE,"A light moisturiser with a revitalizing blend of herbs & essential oils. Virgin Coconut, Wheatgerm & Sweet Almond improve overall health & help soothe & calm skin after sun exposure. Rice bran, Olive & Honey soften & protect skin against dryness, while improving visible youthfulness. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",In Stock,Cardamom Rose – Body Lotion 250ml_primary.jpg,Cardamom Rose – Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-body-lotion-250ml/
mind & body,Cardamom Rose – Bath & Shower Gel 250ml,$26.00 ,BATH & SHOWER,"A mild cleansing formula infused with precious herbs pure aromatic essential oils. Organic fresh Aloe Vera cools entire body system, while Virgin Coconut, Sweet Almond & Olive gently cleanse & nourish skin, improving overall health. Himalayan Rose soothes, calms & helps take away daily stress, relaxing the senses. Luxuriously fragrant Organic Ceylon Cardamom warms, uplifts & clarifies the mind & body. The synergistic blend promotes joyous natural well-being.",Out of stock,Cardamom Rose – Bath & Shower Gel 250ml_primary.jpg,Cardamom Rose – Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-bath-shower-gel-250ml/
mind & body,Green Mint – Cooling Aloe Leg Gel 250Ml,$18.00 ,FOOT CARE,"A naturally caring light-weight formula enriched with the goodness of soothing Aloe Vera with calming Witch Hazel, caring Grape & Calendula. The instant cooling action of Peppermint refreshes & rejuvenates over-worked & tired legs, while Organic Lemongrass naturally refreshes skin. The overall cooling experience leaves feet & legs feeling comforted & relaxed.",Out of stock,Green Mint – Cooling Aloe Leg Gel 250Ml_primary.jpg,Green Mint – Cooling Aloe Leg Gel 250Ml_secondary.jpg,https://store.spaceylon.com/product/green-mint-cooling-aloe-leg-gel-250ml/
mind & body,Detox – Red Sandalwood Body Essence 250ml,$20.00 ,DETOX,An extra light day treatment to protect skin from harmful toxins & harsh environmental factors.,Out of stock,Detox – Red Sandalwood Body Essence 250ml_primary.jpg,Detox – Red Sandalwood Body Essence 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-red-sandalwood-body-essence-250ml/
mind & body,Detox – Eucalyptus Bath & Shower Gel 250ml,$20.00 ,BATH & SHOWER,A powerful purifying formula to assist in drawing out harmful toxins & deep seated impurities from the skin.,Out of stock,Detox – Eucalyptus Bath & Shower Gel 250ml_primary.jpg,Detox – Eucalyptus Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/detox-eucalyptus-bath-shower-gel-250ml/
mind & body,Comfort – Relieving Balm 50g,$11.00 ,BALMS & RUBS,100% natural fast action comforting & calming relief from fatigue & discomfort. Soothes & relaxes body. Gently comforts the senses.,Out of stock,Comfort – Relieving Balm 50g_primary.jpg,Comfort – Relieving Balm 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-relieving-balm-50g/
mind & body,Happy – Uplifting Balm 50g,$11.00 ,BALMS & RUBS,"Naturally refreshes & invigorates senses, promoting positive energies & happiness. Gently soothes & uplifts the senses.",In Stock,,Happy – Uplifting Balm 50g_secondary.jpg,https://store.spaceylon.com/product/happy-uplifting-balm-50g/
mind & body,Precious Wood – Home Aroma Blend 20ml,$19.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",Out of stock,Precious Wood – Home Aroma Blend 20ml_primary.jpg,Precious Wood – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/precious-wood-home-aroma-blend-20ml/
mind & body,Aloe Watergrass – Home Aroma Blend 20ml,$17.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",Out of stock,Aloe Watergrass – Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/aloe-watergrass-home-aroma-blend-20ml/
mind & body,Forest Trail – Home Aroma Blend 20ml,$16.00 ,HOME AROMA BLENDS,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",Out of stock,Forest Trail – Home Aroma Blend 20ml_primary.jpg,Forest Trail – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-home-aroma-blend-20ml/
mind & body,Ceylon Tea & Ylang – Home Aroma Blend 20ml,$17.00 ,HOME AROMA BLENDS,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,Out of stock,Ceylon Tea & Ylang – Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-home-aroma-blend-20ml/
mind & body,Cardamom Rose – Home Spa Set,$46.00 ,BRIDAL SHOWER,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",Out of stock,,,https://store.spaceylon.com/product/cardamom-rose-home-spa-set/
mind & body,Pink Grapefruit – Home Aroma Blend 20ml,$15.00 ,HOME AROMA BLENDS,For body massage use. Best for oily / Problem skin.,Out of stock,Pink Grapefruit – Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-home-aroma-blend-20ml/
mind & body,Peppermint – Essential Oil 20ml,$12.00 ,ESSENTIAL OILS,For body massage use: Best for oily skin.,In Stock,Peppermint – Essential Oil 20ml_primary.jpg,Peppermint – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/peppermint-essential-oil-20ml/
mind & body,White Tuberose – Body Scrub 200g,$25.00 ,BODY SCRUBS & POLISHES,"A nutrient-rich creamy formula with 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",Out of stock,White Tuberose – Body Scrub 200g_primary.jpg,White Tuberose – Body Scrub 200g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-body-scrub-200g/
mind & body,Sensual Sandalwood – Bath & Massage Oil 150ml,$20.00 ,DOSHA TYPES,A sensual blend of herbs & essential oils Hydrate & de-stress the body & mind.,Out of stock,Sensual Sandalwood – Bath & Massage Oil 150ml_primary.jpg,Sensual Sandalwood – Bath & Massage Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-massage-oil-150ml/
mind & body,Ceylon Tea & Ylang – Body Butter 225g,$20.00 ,CEYLON TEA,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",Out of stock,Ceylon Tea & Ylang – Body Butter 225g_primary.jpg,Ceylon Tea & Ylang – Body Butter 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-body-butter-225g/
mind & body,Ceylon Tea & Spice – Body Scrub 225g,$17.00 ,BODY SCRUBS & POLISHES,"A creamy scrub infused with a naturally protective, soothing & calming blend of Green, White & Black Teas",In Stock,Ceylon Tea & Spice – Body Scrub 225g_primary.jpg,Ceylon Tea & Spice – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-spice-body-scrub-225g/
mind & body,Ceylon Tea & Ylang – Hand & Body Lotion 250ml,$19.00 ,CEYLON TEA,"A light moisturiser infused with a naturally protective blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients. Helps soothe & calm skin after sun exposure, while improving visible youthfulness.",Out of stock,Ceylon Tea & Ylang – Hand & Body Lotion 250ml_primary.jpg,Ceylon Tea & Ylang – Hand & Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-hand-body-lotion-250ml/
mind & body,Ceylon Tea & Mint – Bath & Shower Gel 300ml,$19.00 ,BATH & SHOWER,"A mild cleanser infused with a naturally protective, soothing & calming blend of Green, White & Black Teas – rich in natural anti-oxidants & nutrients.",Out of stock,Ceylon Tea & Mint – Bath & Shower Gel 300ml_primary.jpg,Ceylon Tea & Mint – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-mint-bath-shower-gel-300ml/
mind & body,Love Sensual – Massage Oil 300ml,$23.00 ,DOSHA TYPES,Description not available,Out of stock,Love Sensual – Massage Oil 300ml_primary.jpg,Love Sensual – Massage Oil 300ml_secondary.jpg,https://store.spaceylon.com/product/love-sensual-massage-oil-300ml/
mind & body,Peace – Relaxing Body & Pillow Mist 100ml,$15.00 ,BODY & PILLOW MISTS,A soothing & protective mist with a blend of herbs & essential oils to promote peace & harmony.,Out of stock,Peace – Relaxing Body & Pillow Mist 100ml_primary.jpg,Peace – Relaxing Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/peace-relaxing-body-pillow-mist-100ml/
mind & body,Sleep – Body & Pillow Mist 100ml,$21.00 ,BODY & PILLOW MISTS,Quick drying non-oily natural mist to promote deep restful sleep.,Out of stock,Sleep – Body & Pillow Mist 100ml_primary.jpg,Sleep – Body & Pillow Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/sleep-body-pillow-mist-100ml/
mind & body,Sleep – Bath Soak 200g,$17.00 ,BATH & SHOWER,"A relaxing blend of herbs, minerals & essential oils to promote deep restful sleep.",In Stock,Sleep – Bath Soak 200g_primary.jpg,Sleep – Bath Soak 200g_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-soak-200g/
mind & body,Sleep – Bath & Shower Gel 300ml,$18.00 ,BATH & SHOWER,A mild cleansing formula blended with calming essential oils to promote deep restful sleep.,Out of stock,Sleep – Bath & Shower Gel 300ml_primary.jpg,Sleep – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sleep-bath-shower-gel-300ml/
mind & body,Jasmine – Body Oil Mist 100ml,$14.00 ,BODY OILS,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",Out of stock,Jasmine – Body Oil Mist 100ml_primary.jpg,Jasmine – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/jasmine-body-oil-mist-100ml/
mind & body,Peace – Soothing Balm 25g,$8.00 ,BALMS & RUBS,"Instant natural cooling & calming relief from stress, headache, cold, chest congestion & minor pains.",Out of stock,Peace – Soothing Balm 25g_primary.jpg,Peace – Soothing Balm 25g_secondary.jpg,https://store.spaceylon.com/product/peace-soothing-balm-25g/
mind & body,Sleep – Calming Balm 25g,$8.00 ,BALMS & RUBS,"Naturally Hydrates, calms & relaxes mind & body, promoting overall health, total tranquility & deep restful sleep.",Out of stock,Sleep – Calming Balm 25g_primary.jpg,Sleep – Calming Balm 25g_secondary.jpg,https://store.spaceylon.com/product/sleep-calming-balm-25g/
mind & body,Breathe – Soothing Herbs 25g,$8.00 ,DOSHA TYPES,"100% natural traditional formula to help soothe & relieve stress. Refreshes, reduces stuffiness & eases discomfort. Gently calms & clarifies the senses.",Out of stock,Breathe – Soothing Herbs 25g_primary.jpg,Breathe – Soothing Herbs 25g_secondary.jpg,https://store.spaceylon.com/product/breathe-soothing-herbs-25g/
mind & body,Water Lily – Body Oil Mist 100ml,$14.00 ,BODY OILS,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",In Stock,Water Lily – Body Oil Mist 100ml_primary.jpg,Water Lily – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-oil-mist-100ml/
mind & body,Pink Lotus – Body Oil Mist 100ml,$14.00 ,BODY OILS,"Fast-absorbent natural formula. Nourishes, conditions & protects, restoring natural balance.",In Stock,Pink Lotus – Body Oil Mist 100ml_primary.jpg,Pink Lotus – Body Oil Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-oil-mist-100ml/
hair,Water Lily – Body Lotion 300ml,$17.00 ,DOSHA TYPES,"Natural formula to moisturise, nourish & treat dryness.",Out of stock,Water Lily – Body Lotion 300ml_primary.jpg,Water Lily – Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/water-lily-body-lotion-300ml/
hair,Pink Lotus – Body Lotion 300ml,$17.00 ,DOSHA TYPES,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention. Virgin Coconut & Sweet Almond improve overall skin health & protect skin from harmful effects of sun, cold & pollution. Pink Lotus, Saffron & Sandalwood help soothe dryness, soften rough patches & energize skin, while improving visible youthfulness. The tropical aroma of Pink Lotus delights the senses.",Out of stock,Pink Lotus – Body Lotion 300ml_primary.jpg,Pink Lotus – Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-lotion-300ml/
hair,Ginger Spice – Bath & Shower Gel 300ml,$15.00 ,BATH & SHOWER,A mild cleansing formula blended with uplifting essential oils to gently Face Care/Purify the body & clear the mind.,Out of stock,,Ginger Spice – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/ginger-spice-bath-shower-gel-300ml/
hair,Margosa Lime – Bath & Shower Gel 300Ml,$15.00 ,BATH & SHOWER,Best for normal to dry skin,In Stock,,Margosa Lime – Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/margosa-lime-bath-shower-gel-300ml/
hair,Aloe Vera Mint – Bath & Shower Gel 300Ml,$15.00 ,BATH & SHOWER,A mild cleansing formula blended with soothing essential oils to gently purify the body & calm the mind.,Out of stock,,Aloe Vera Mint – Bath & Shower Gel 300Ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-bath-shower-gel-300ml/
hair,Calumba Wood – Body Scrub 225g,$15.00 ,BODY SCRUBS & POLISHES,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",Out of stock,Calumba Wood – Body Scrub 225g_primary.jpg,Calumba Wood – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/calumba-wood-body-scrub-225g/
hair,Vetiver & Island Spice – Massage & Bath Oil 150ml,$18.00 ,DOSHA TYPES,"An uplifting blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.
* Paraben Free
* Alcohol Free
* Paraffin Free
* Against Animal Cruelty
* Sustainable Harvesting
* 100% Vegetarian
* Supports Community Fair Trade",In Stock,Vetiver & Island Spice – Massage & Bath Oil 150ml_primary.jpg,Vetiver & Island Spice – Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/vetiver-island-spice-massage-bath-oil-150ml/
hair,Aloe Vera & Pandanus – Massage & Bath Oil 150ml,$18.00 ,MASSAGE BALMS & OILS,"Rejuvenate your mind and body with a calming blend of essential oils & Ayurvedic herbs, infused in vitamin rich virgin coconut oil.",Out of stock,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_primary.jpg,Aloe Vera & Pandanus – Massage & Bath Oil 150ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-pandanus-massage-bath-oil-150ml/
hair,Sensual Sandalwood – Bath & Shower Gel 300ml,$23.00 ,BATH & SHOWER,A mild cleanser with a blend of herbs & essential oils to hydrate & de-stress the body & mind.,Out of stock,Sensual Sandalwood – Bath & Shower Gel 300ml_primary.jpg,Sensual Sandalwood – Bath & Shower Gel 300ml_secondary.jpg,https://store.spaceylon.com/product/sensual-sandalwood-bath-shower-gel-300ml/
hair,Aloe Vera Mint – Massage Balm 200g,$17.00 ,MASSAGE BALMS & OILS,"A naturally uplifting formula. Promotes natural well-being & relaxation. Nourishes & moisturises, improving skin health. Soothing rejuvenation for mind & body.",Out of stock,Aloe Vera Mint – Massage Balm 200g_primary.jpg,Aloe Vera Mint – Massage Balm 200g_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-mint-massage-balm-200g/
hair,Red Sandalwood – Body Scrub 225g,$15.00 ,BODY SCRUBS & POLISHES,"A deep action natural exfoliating formula. Clears clogged pores, removing harmful toxins & dead cells.",In Stock,Red Sandalwood – Body Scrub 225g_primary.jpg,Red Sandalwood – Body Scrub 225g_secondary.jpg,https://store.spaceylon.com/product/red-sandalwood-body-scrub-225g/
hair,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g,$7.00 ,BATH & SHOWER,"A deep-purifying treatment infused with a naturally anti-bacterial blend of Red Sandal, Cinnamon, Licorice, Lavender, Lemon, Rosemary & Cardamom.",In Stock,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_primary.jpg,Red Sandal & Cinnamon – Anti-Bacterial Exfoliating Wellness Soap 100g_secondary.jpg,https://store.spaceylon.com/product/red-sandal-cinnamon-anti-bacterial-exfoliating-wellness-soap-100g/
hair,Jewel Paradise – Island Cracker (Large),$20.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Island Cracker (Large)_primary.jpg,Jewel Paradise – Island Cracker (Large)_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-island-cracker-large/
hair,Jewel Paradise – Bath & Body Collection,$33.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – Bath & Body Collection_primary.jpg,Jewel Paradise – Bath & Body Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-bath-body-collection/
hair,Jewel Paradise – 100g Luxury Soap Collection,$13.00 ,FESTIVE EDITIONS,"This festive season, we celebrate Ceylon’s rich heritage of exotic, coloured gemstones, treasured over centuries of time. The limited-edition celebration collections are adorned with these precious sparkling jewels, uniquely laid out in our signature floral artistry, inspired by traditional motifs from the grand Royal palaces of ancient Ceylon.
Every time you purchase or gift an item from our Jewel Paradise Collection, you contribute a part of the proceeds towards Spa Ceylon’s initiatives, to help conserve endangered species of rare Ceylonese flowers in the rainforest regions of the island.",Out of stock,Jewel Paradise – 100g Luxury Soap Collection_primary.jpg,Jewel Paradise – 100g Luxury Soap Collection_secondary.jpg,https://store.spaceylon.com/product/jewel-paradise-100g-luxury-soap-collection/
